applicant_id,edad,genero,provincia,region,zona,tipo_beca,nivel_estudio,ingreso_hogar_mensual_dop,miembros_hogar,promedio_academico,score_documental,horas_voluntariado,puntaje_ingles,costo_anual_programa_dop,primera_generacion_universitaria,discapacidad,adjudicada
RD-000196,20,femenino,Santo Domingo,Ozama,urbana,nacional,grado,48241.64,2,91.07,74.04,39.6,51.75,385115.12,0,0,1
RD-000197,18,femenino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,44504.6,3,84.81,71.41,6.2,67.2,165924.18,1,0,1
RD-000198,19,femenino,Azua,Valdesia,rural,nacional,grado,33654.83,4,70.81,73.76,16.6,45.71,303534.93,0,0,0
RD-000199,18,masculino,Santo Domingo,Ozama,urbana,nacional,grado,40253.74,2,94.92,58.77,98.3,42.0,506100.58,0,0,1
RD-000200,28,masculino,Santiago,Cibao Norte,urbana,internacional,maestria,27412.78,6,86.48,59.72,0.0,64.08,2311544.14,0,0,0
RD-000201,43,masculino,La Romana,Yuma,urbana,internacional,maestria,42444.35,5,87.15,85.45,107.0,78.13,1470042.86,0,0,1
RD-000202,33,femenino,Barahona,Enriquillo,rural,internacional,doctorado,43562.31,6,92.06,61.26,108.4,89.97,1487159.05,1,0,1
RD-000203,22,masculino,Puerto Plata,Cibao Norte,urbana,internacional,maestria,25715.84,7,95.99,65.1,45.1,83.25,1668089.36,1,0,1
RD-000204,23,masculino,Santo Domingo,Ozama,urbana,nacional,grado,48885.42,5,85.61,76.78,0.0,35.27,181197.54,0,0,1
RD-000205,23,femenino,Distrito Nacional,Ozama,urbana,internacional,maestria,48717.76,3,88.94,73.05,85.0,70.23,1052322.1,0,0,1
RD-000206,21,femenino,Santo Domingo,Ozama,urbana,nacional,grado,38506.59,7,86.97,88.63,38.1,70.56,168387.66,0,0,1
RD-000207,25,femenino,Santo Domingo,Ozama,rural,nacional,grado,159783.63,4,81.26,78.73,0.0,37.67,272965.34,0,0,0
RD-000208,24,femenino,San Cristobal,Valdesia,rural,nacional,grado,39050.61,4,71.33,68.42,145.9,57.94,368175.46,0,0,0
RD-000209,25,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,36185.77,3,85.72,89.66,20.2,47.1,278526.23,0,0,1
RD-000210,26,femenino,Puerto Plata,Cibao Norte,urbana,nacional,grado,33445.88,1,95.03,86.75,0.0,61.29,379911.94,1,0,1
RD-000211,17,masculino,San Cristobal,Valdesia,rural,nacional,grado,24735.22,7,88.67,61.07,72.8,38.86,193123.49,0,0,1
RD-000212,19,femenino,Duarte,Cibao Nordeste,rural,nacional,grado,61527.75,6,75.46,81.03,56.9,65.08,185395.5,0,1,0
RD-000213,23,femenino,Santo Domingo,Ozama,urbana,internacional,maestria,28927.97,5,92.78,69.42,126.9,72.52,2070708.82,1,0,1
RD-000214,22,masculino,La Altagracia,Yuma,urbana,nacional,grado,30872.73,2,81.52,69.1,42.9,37.79,204374.44,0,1,1
RD-000215,24,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,31381.29,7,67.26,100.0,43.4,53.02,346637.96,0,0,0
RD-000216,41,masculino,San Pedro de Macoris,Higuamo,urbana,internacional,maestria,24545.43,2,92.14,79.49,75.1,84.6,1958486.17,1,0,1
RD-000217,24,masculino,Santo Domingo,Ozama,rural,nacional,grado,16105.31,2,76.44,75.39,69.0,36.98,321956.38,1,0,1
RD-000218,18,masculino,Santo Domingo,Ozama,urbana,nacional,grado,32708.26,1,98.25,79.02,70.4,41.97,354762.61,0,0,1
RD-000219,23,femenino,San Juan,El Valle,urbana,nacional,grado,68209.18,3,93.18,88.49,72.2,61.93,274683.37,1,0,1
RD-000220,24,masculino,Santiago,Cibao Norte,urbana,nacional,grado,47020.5,3,82.18,69.58,67.4,49.59,326708.83,0,0,1
RD-000221,24,femenino,Santiago,Cibao Norte,urbana,nacional,grado,99540.15,6,87.67,71.63,41.3,28.37,178326.8,0,0,1
RD-000222,27,masculino,Puerto Plata,Cibao Norte,urbana,internacional,maestria,63769.22,3,100.0,85.88,97.5,79.2,1415037.29,0,0,1
RD-000223,24,masculino,San Cristobal,Valdesia,rural,internacional,maestria,56284.85,7,92.0,59.8,43.8,69.81,1365025.0,0,0,0
RD-000224,18,femenino,San Juan,El Valle,urbana,nacional,grado,118830.92,3,85.91,89.89,96.2,82.94,171388.66,0,0,0
RD-000225,24,masculino,Santo Domingo,Ozama,urbana,nacional,grado,39997.41,4,100.0,58.74,122.4,42.44,268548.58,1,0,1
RD-000226,28,masculino,San Juan,El Valle,rural,internacional,doctorado,43682.01,5,84.94,75.05,29.5,78.72,1822910.91,0,0,0
RD-000227,25,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,41927.39,6,88.65,58.81,168.2,45.13,233596.32,0,0,1
RD-000228,21,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,98625.26,6,76.51,65.32,27.9,79.03,266818.37,1,0,0
RD-000229,22,masculino,San Cristobal,Valdesia,urbana,nacional,grado,42251.01,7,70.6,93.57,28.3,64.63,300295.98,0,0,1
RD-000230,18,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,29538.43,7,81.7,90.53,84.3,73.96,230497.5,1,0,1
RD-000231,32,masculino,Santo Domingo,Ozama,urbana,nacional,maestria,58292.08,1,84.31,91.82,79.9,66.98,194697.6,1,0,1
RD-000232,18,masculino,La Vega,Cibao Sur,urbana,nacional,grado,26931.64,1,86.63,60.61,63.2,32.21,318152.73,0,0,1
RD-000233,24,femenino,San Juan,El Valle,rural,nacional,grado,56579.91,4,72.64,65.39,96.8,37.77,265961.11,0,0,0
RD-000234,24,femenino,Monsenor Nouel,Cibao Sur,rural,nacional,grado,52976.97,2,89.29,82.08,71.4,41.56,282852.2,0,0,0
RD-000235,17,masculino,San Juan,El Valle,urbana,nacional,grado,38018.51,4,77.36,86.58,153.0,44.17,295345.0,1,0,1
RD-000236,26,masculino,La Altagracia,Yuma,urbana,nacional,grado,57595.31,5,88.87,68.41,57.6,41.83,254112.21,0,0,0
RD-000237,32,masculino,La Vega,Cibao Sur,urbana,internacional,maestria,18614.86,2,91.48,71.05,21.5,81.15,1388438.79,0,0,1
RD-000238,20,masculino,La Romana,Yuma,urbana,nacional,grado,46148.94,1,80.84,64.42,35.2,61.61,181400.3,0,0,1
RD-000239,21,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,32711.4,7,76.29,97.9,81.2,54.04,231597.3,0,0,1
RD-000240,17,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,203667.69,3,96.35,72.3,81.9,70.3,285766.44,0,0,0
RD-000241,41,femenino,La Altagracia,Yuma,urbana,internacional,maestria,45968.14,6,90.98,78.38,69.3,67.81,1365300.4,0,0,0
RD-000242,18,masculino,La Romana,Yuma,rural,nacional,grado,30393.51,5,85.22,79.0,21.8,41.86,253670.77,0,0,1
RD-000243,44,femenino,Santo Domingo,Ozama,urbana,internacional,maestria,19770.26,5,95.75,91.27,109.9,82.71,1276956.54,1,0,1
RD-000244,23,otro,Puerto Plata,Cibao Norte,urbana,nacional,grado,86506.38,6,84.67,66.57,147.2,29.33,135059.32,0,0,0
RD-000245,26,femenino,Monsenor Nouel,Cibao Sur,rural,nacional,grado,34803.81,2,79.04,92.02,61.3,17.32,195880.69,0,0,1
RD-000246,20,femenino,Azua,Valdesia,rural,nacional,grado,27303.12,2,75.99,62.66,141.5,61.65,303735.95,1,0,0
RD-000247,43,masculino,Monsenor Nouel,Cibao Sur,urbana,nacional,maestria,50765.11,7,83.14,91.99,99.0,67.27,160822.31,0,0,0
RD-000248,30,femenino,La Vega,Cibao Sur,urbana,internacional,maestria,60315.56,5,90.17,57.42,159.8,64.76,1518276.56,0,0,1
RD-000249,22,femenino,Santiago,Cibao Norte,rural,internacional,maestria,59794.81,3,95.12,76.75,81.3,89.38,1100948.07,0,0,1
RD-000250,20,masculino,La Vega,Cibao Sur,urbana,nacional,grado,42653.42,5,84.19,97.51,66.1,31.87,229182.62,0,0,1
RD-000251,44,masculino,San Cristobal,Valdesia,urbana,internacional,maestria,46053.29,3,93.7,86.37,97.9,64.41,1566737.1,0,0,1
RD-000252,21,femenino,Azua,Valdesia,urbana,nacional,grado,47935.92,7,82.29,83.05,40.5,59.39,261582.93,1,0,1
RD-000253,21,femenino,La Vega,Cibao Sur,urbana,nacional,grado,50767.82,4,77.75,65.42,78.3,56.37,126240.58,0,0,0
RD-000254,23,masculino,Santo Domingo,Ozama,rural,nacional,grado,53299.75,3,73.55,69.18,119.9,51.93,289034.92,0,0,0
RD-000255,27,femenino,Santo Domingo,Ozama,rural,nacional,maestria,77029.91,5,79.95,94.13,96.9,44.96,191824.62,0,0,1
RD-000256,22,femenino,San Pedro de Macoris,Higuamo,urbana,internacional,maestria,43522.28,6,73.85,83.67,58.6,77.34,1826112.64,1,0,0
RD-000257,20,femenino,La Altagracia,Yuma,urbana,nacional,grado,26923.59,3,100.0,88.68,69.0,55.79,310514.26,0,0,1
RD-000258,18,masculino,Distrito Nacional,Ozama,rural,nacional,grado,38973.59,6,87.51,78.89,94.1,43.92,127345.16,1,0,0
RD-000259,26,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,63868.37,2,83.24,74.62,92.6,45.64,206305.39,0,0,1
RD-000260,21,masculino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,15794.38,2,97.78,87.2,93.8,77.77,267882.66,1,0,1
RD-000261,35,femenino,Santo Domingo,Ozama,urbana,nacional,maestria,15844.64,6,73.58,81.11,75.3,51.28,233036.18,1,0,0
RD-000262,21,masculino,La Altagracia,Yuma,urbana,nacional,grado,69916.14,5,82.9,75.96,22.9,15.21,180692.98,0,0,1
RD-000263,22,masculino,Santiago,Cibao Norte,urbana,nacional,grado,97349.96,1,100.0,61.03,30.1,43.97,145596.41,1,1,1
RD-000264,22,femenino,Santo Domingo,Ozama,urbana,nacional,grado,21039.14,5,82.85,89.45,80.8,36.98,167792.21,1,0,1
RD-000265,26,masculino,Peravia,Valdesia,rural,nacional,grado,44589.45,3,100.0,83.28,97.4,49.91,137643.22,0,0,1
RD-000266,18,femenino,Santo Domingo,Ozama,rural,nacional,grado,33868.82,2,90.28,70.72,91.6,30.63,227983.63,0,0,1
RD-000267,22,masculino,Santo Domingo,Ozama,urbana,nacional,grado,36553.91,3,94.45,92.15,29.6,58.5,188190.11,1,0,1
RD-000268,42,masculino,Santo Domingo,Ozama,urbana,internacional,doctorado,49913.26,4,94.68,80.93,53.2,83.42,1574669.26,1,0,1
RD-000269,28,femenino,Distrito Nacional,Ozama,urbana,internacional,doctorado,20721.38,7,84.01,81.16,7.2,83.69,1472190.47,1,0,1
RD-000270,22,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,22949.02,4,80.09,88.61,0.0,54.24,178894.22,1,0,1
RD-000271,28,masculino,Distrito Nacional,Ozama,urbana,internacional,maestria,35750.23,3,83.08,86.02,63.7,89.59,1214041.45,0,0,1
RD-000272,19,femenino,Santo Domingo,Ozama,urbana,nacional,grado,38950.36,6,76.1,81.52,121.1,49.98,274400.79,1,0,1
RD-000273,18,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,22713.73,4,83.47,75.74,64.5,48.64,367486.83,0,0,1
RD-000274,23,masculino,Monsenor Nouel,Cibao Sur,rural,nacional,grado,65140.79,1,83.96,100.0,145.9,51.7,301539.22,1,0,1
RD-000275,18,femenino,San Cristobal,Valdesia,rural,nacional,grado,33534.88,5,97.51,69.19,52.6,57.15,136616.27,0,0,1
RD-000276,27,masculino,Santiago,Cibao Norte,rural,internacional,maestria,33456.46,4,88.75,86.95,61.4,79.39,1320115.4,1,0,1
RD-000277,20,femenino,Santiago,Cibao Norte,urbana,nacional,grado,49289.3,5,100.0,76.99,15.4,68.9,95719.19,1,0,1
RD-000278,19,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,39304.74,2,66.72,83.46,44.4,43.8,192259.42,0,0,0
RD-000279,18,femenino,Azua,Valdesia,urbana,nacional,grado,66877.12,4,74.26,92.8,6.5,55.57,87243.13,1,1,0
RD-000280,23,femenino,Azua,Valdesia,urbana,nacional,grado,25250.91,5,81.16,74.26,0.0,88.69,181468.66,1,0,1
RD-000281,24,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,19563.82,5,95.94,85.22,7.2,51.39,243064.54,0,0,1
RD-000282,20,masculino,Santo Domingo,Ozama,rural,nacional,grado,35582.77,5,83.12,81.19,63.8,51.97,186498.13,0,0,1
RD-000283,19,femenino,Santo Domingo,Ozama,rural,nacional,grado,43613.84,7,72.26,70.3,26.8,33.05,266480.99,0,0,0
RD-000284,18,masculino,Santo Domingo,Ozama,urbana,nacional,grado,21323.91,4,82.04,93.1,37.5,41.3,182192.19,0,0,1
RD-000285,23,femenino,Duarte,Cibao Nordeste,urbana,nacional,grado,19667.75,4,74.42,86.53,78.4,50.4,167614.09,1,1,1
RD-000286,25,femenino,La Vega,Cibao Sur,urbana,nacional,grado,46642.33,4,72.85,72.79,0.0,60.0,402260.73,0,1,0
RD-000287,22,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,27811.94,3,99.99,91.24,63.6,61.74,236861.81,1,1,1
RD-000288,40,masculino,Santiago,Cibao Norte,urbana,nacional,maestria,18979.57,3,81.19,68.02,98.2,56.89,250641.62,0,0,1
RD-000289,23,femenino,Puerto Plata,Cibao Norte,rural,nacional,grado,71749.61,5,85.39,77.65,102.1,64.06,320203.09,0,0,1
RD-000290,23,masculino,Distrito Nacional,Ozama,rural,nacional,maestria,29807.43,3,83.26,72.85,83.2,37.01,323319.8,0,0,0
RD-000291,26,masculino,La Altagracia,Yuma,urbana,nacional,grado,79411.33,6,81.99,87.02,57.7,59.33,205222.96,0,0,1
RD-000292,30,femenino,Distrito Nacional,Ozama,rural,internacional,doctorado,42858.49,6,77.27,72.24,31.9,59.82,1290920.22,1,0,0
RD-000293,44,masculino,San Juan,El Valle,urbana,nacional,maestria,49618.42,7,81.51,87.1,56.3,53.87,197357.25,0,0,1
RD-000294,22,femenino,Distrito Nacional,Ozama,urbana,nacional,maestria,37559.26,1,86.7,85.13,134.4,46.57,336543.27,0,0,1
RD-000295,23,masculino,La Altagracia,Yuma,urbana,nacional,grado,12000.0,3,95.35,73.5,72.3,37.7,122787.82,1,0,1
RD-000296,38,masculino,Peravia,Valdesia,urbana,internacional,maestria,22578.82,6,91.58,99.96,55.2,85.49,1526438.93,0,0,1
RD-000297,39,femenino,Barahona,Enriquillo,urbana,internacional,maestria,39373.95,4,74.25,69.06,85.4,93.63,1034405.14,1,0,1
RD-000298,18,femenino,La Altagracia,Yuma,urbana,nacional,grado,51565.13,5,91.91,61.09,62.2,59.47,274275.34,0,0,1
RD-000299,23,femenino,La Romana,Yuma,urbana,nacional,grado,15767.08,6,87.8,88.27,70.2,50.06,159857.48,1,0,1
RD-000300,29,femenino,San Cristobal,Valdesia,urbana,nacional,maestria,40966.87,7,79.0,52.21,48.9,51.78,83367.79,0,0,0
RD-000301,22,masculino,La Romana,Yuma,urbana,internacional,doctorado,22759.88,2,85.46,95.9,41.3,76.75,1270363.49,1,0,1
RD-000302,23,masculino,Santo Domingo,Ozama,rural,nacional,grado,48004.07,2,88.58,79.22,104.8,59.55,220363.61,0,0,1
RD-000303,18,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,41744.77,4,84.38,60.88,0.0,52.91,202878.76,0,0,1
RD-000304,39,masculino,Puerto Plata,Cibao Norte,urbana,internacional,maestria,63508.3,4,87.84,66.62,81.5,60.69,1390253.7,0,0,0
RD-000305,21,femenino,Azua,Valdesia,urbana,nacional,grado,75868.18,7,77.1,58.39,38.5,64.99,212163.94,0,0,0
RD-000306,20,masculino,La Vega,Cibao Sur,urbana,nacional,grado,54308.96,1,99.94,82.59,0.0,61.68,190891.75,0,0,1
RD-000307,23,femenino,Santiago,Cibao Norte,rural,nacional,grado,67725.39,2,68.57,62.08,16.1,28.96,80000.0,0,0,0
RD-000308,26,femenino,San Cristobal,Valdesia,urbana,nacional,grado,34797.88,7,88.62,84.03,58.4,52.74,137133.9,0,0,1
RD-000309,26,femenino,Santo Domingo,Ozama,urbana,nacional,grado,199329.51,5,86.93,74.34,64.6,37.63,323202.8,0,0,0
RD-000310,24,masculino,Santo Domingo,Ozama,rural,nacional,grado,21582.75,5,89.14,72.3,93.3,54.09,171084.63,0,0,0
RD-000311,36,masculino,Puerto Plata,Cibao Norte,urbana,internacional,maestria,31562.79,2,78.33,84.11,96.4,72.61,1369612.06,1,0,0
RD-000312,36,femenino,La Vega,Cibao Sur,urbana,internacional,maestria,69268.62,5,93.35,85.48,0.0,89.71,1662732.16,1,0,0
RD-000313,42,masculino,Santo Domingo,Ozama,urbana,nacional,maestria,63831.16,3,83.14,91.75,77.0,62.68,157426.31,0,0,1
RD-000314,25,masculino,Santiago,Cibao Norte,urbana,nacional,grado,55163.9,6,74.51,70.39,92.8,50.34,155002.38,0,0,0
RD-000315,25,masculino,Santiago,Cibao Norte,rural,nacional,grado,61170.8,1,75.24,77.64,69.9,34.53,285292.54,0,0,0
RD-000316,25,femenino,Santiago,Cibao Norte,urbana,nacional,grado,13413.86,2,85.0,70.38,82.6,81.35,219868.64,1,0,1
RD-000317,33,femenino,Santiago,Cibao Norte,urbana,internacional,doctorado,101125.16,5,71.23,79.96,0.0,89.08,1203565.98,1,0,0
RD-000318,24,femenino,San Cristobal,Valdesia,rural,nacional,grado,37716.77,5,98.4,68.66,15.4,44.03,307875.89,0,0,1
RD-000319,23,masculino,Santo Domingo,Ozama,urbana,nacional,grado,83720.72,6,92.39,72.91,121.5,48.08,286958.36,0,1,1
RD-000320,23,masculino,San Juan,El Valle,urbana,nacional,grado,13788.09,6,98.61,72.97,47.4,22.28,272340.99,0,0,1
RD-000321,20,femenino,Peravia,Valdesia,urbana,nacional,grado,48587.07,1,97.77,81.52,160.0,59.1,268048.12,0,0,1
RD-000322,25,femenino,Puerto Plata,Cibao Norte,rural,nacional,grado,30948.31,1,81.18,78.04,2.5,31.46,158873.29,0,0,1
RD-000323,40,masculino,Santiago,Cibao Norte,urbana,nacional,maestria,57795.49,3,77.05,84.08,130.4,62.0,359565.07,1,0,0
RD-000324,32,masculino,Duarte,Cibao Nordeste,urbana,internacional,maestria,50231.06,7,62.58,76.72,32.5,69.04,1159315.97,0,0,0
RD-000325,24,femenino,Azua,Valdesia,urbana,nacional,grado,51602.55,4,80.75,71.04,98.8,50.95,265460.79,0,0,1
RD-000326,26,masculino,San Cristobal,Valdesia,urbana,internacional,maestria,23566.51,7,98.13,80.3,46.7,81.69,899019.01,1,0,1
RD-000327,26,otro,La Altagracia,Yuma,urbana,nacional,grado,40891.07,1,77.38,66.99,65.2,70.74,150234.48,1,0,1
RD-000328,40,masculino,Puerto Plata,Cibao Norte,rural,internacional,maestria,38212.12,7,82.32,84.83,86.8,58.96,1174130.68,0,0,0
RD-000329,26,femenino,San Cristobal,Valdesia,urbana,nacional,grado,55404.75,1,79.56,74.57,32.4,53.4,237428.75,1,0,1
RD-000330,18,masculino,Santo Domingo,Ozama,rural,nacional,grado,72701.21,6,87.0,80.45,96.0,38.03,243172.67,0,0,1
RD-000331,24,masculino,San Pedro de Macoris,Higuamo,urbana,internacional,maestria,45833.1,7,94.29,80.64,48.0,90.14,1317692.51,0,0,1
RD-000332,34,masculino,Santo Domingo,Ozama,urbana,nacional,maestria,20912.56,3,71.69,97.22,68.0,48.96,349247.4,0,0,1
RD-000333,23,femenino,San Cristobal,Valdesia,urbana,nacional,grado,44764.39,3,73.22,82.58,0.0,32.07,353256.24,0,0,1
RD-000334,23,femenino,Azua,Valdesia,urbana,nacional,grado,177387.51,5,95.89,78.88,44.8,72.1,255037.89,0,0,0
RD-000335,21,femenino,Santo Domingo,Ozama,urbana,nacional,grado,104328.82,6,89.86,69.69,116.9,78.39,100746.51,1,0,1
RD-000336,22,femenino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,12000.0,1,81.92,87.63,91.3,67.27,224376.04,1,0,1
RD-000337,22,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,43688.44,2,97.66,74.76,99.9,65.03,233825.92,0,0,1
RD-000338,28,femenino,San Pedro de Macoris,Higuamo,rural,internacional,maestria,70450.51,6,73.08,59.69,62.4,74.01,2083076.88,0,0,0
RD-000339,22,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,38166.76,6,91.45,75.66,135.4,36.29,146583.6,0,0,1
RD-000340,22,masculino,San Juan,El Valle,urbana,nacional,grado,32759.56,2,83.45,80.3,73.0,36.11,92347.36,0,0,1
RD-000341,25,masculino,Santo Domingo,Ozama,urbana,nacional,maestria,36430.79,7,88.85,68.18,30.3,45.78,379758.56,1,0,1
RD-000342,34,femenino,San Juan,El Valle,urbana,internacional,maestria,57165.41,7,64.9,76.58,98.5,82.55,736359.31,0,0,0
RD-000343,37,femenino,La Altagracia,Yuma,urbana,nacional,maestria,22434.19,7,81.91,77.14,101.5,47.61,243272.84,0,0,1
RD-000344,23,femenino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,81127.62,2,89.89,77.33,88.3,36.7,178271.57,0,0,1
RD-000345,21,masculino,La Romana,Yuma,urbana,nacional,grado,40913.03,5,83.49,92.82,41.9,52.08,274210.47,1,0,1
RD-000346,23,femenino,La Romana,Yuma,urbana,nacional,grado,25228.68,2,94.04,62.26,72.7,50.58,259392.4,0,0,1
RD-000347,23,femenino,San Juan,El Valle,urbana,internacional,maestria,78307.02,2,93.77,100.0,122.7,80.88,1366340.26,0,0,1
RD-000348,21,femenino,Santo Domingo,Ozama,urbana,nacional,grado,18036.96,1,76.33,77.61,81.5,52.67,277020.34,0,0,0
RD-000349,34,masculino,Monsenor Nouel,Cibao Sur,rural,internacional,maestria,31089.78,4,90.59,84.96,0.0,84.84,1243245.99,1,0,1
RD-000350,19,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,30809.51,5,76.06,79.53,31.7,57.78,305298.84,0,0,1
RD-000351,18,otro,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,137196.31,2,84.43,57.29,29.6,75.73,155627.04,0,0,0
RD-000352,34,femenino,Santo Domingo,Ozama,urbana,nacional,maestria,28947.48,2,89.25,65.32,26.1,52.43,280969.6,0,0,1
RD-000353,26,femenino,Duarte,Cibao Nordeste,urbana,nacional,grado,12897.25,2,77.32,71.71,0.0,66.8,351869.12,0,0,0
RD-000354,21,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,30638.16,2,90.3,89.92,145.1,44.42,268155.01,0,0,1
RD-000355,26,femenino,La Vega,Cibao Sur,urbana,nacional,grado,54206.31,6,79.96,61.39,20.6,60.49,449779.93,0,0,0
RD-000356,25,femenino,Puerto Plata,Cibao Norte,urbana,nacional,grado,64941.78,2,79.35,67.73,23.8,40.83,222862.58,1,0,0
RD-000357,24,masculino,La Romana,Yuma,rural,nacional,grado,147575.74,2,89.65,79.98,0.0,48.3,80000.0,1,0,1
RD-000358,37,masculino,La Romana,Yuma,urbana,nacional,maestria,91472.5,3,77.31,83.67,99.0,48.42,159354.99,0,0,1
RD-000359,21,femenino,Puerto Plata,Cibao Norte,urbana,nacional,grado,46786.85,2,76.91,83.31,55.9,59.15,176416.24,0,1,0
RD-000360,24,masculino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,25841.1,7,92.33,66.19,44.2,39.64,293065.09,0,0,1
RD-000361,18,femenino,San Juan,El Valle,rural,nacional,grado,103075.3,2,84.87,58.82,46.6,30.03,319024.0,1,0,0
RD-000362,20,femenino,Distrito Nacional,Ozama,rural,nacional,grado,34450.89,4,72.37,84.47,86.5,59.05,252929.89,0,1,0
RD-000363,22,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,29378.36,4,90.85,95.2,38.4,58.49,267796.55,0,0,1
RD-000364,17,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,33543.87,2,80.75,73.86,0.0,53.69,421932.16,1,0,0
RD-000365,28,femenino,San Cristobal,Valdesia,rural,nacional,maestria,21189.08,4,72.78,64.26,1.9,65.99,161046.6,0,0,1
RD-000366,26,masculino,La Vega,Cibao Sur,urbana,nacional,grado,32670.86,2,63.94,72.84,0.0,48.96,233077.0,0,0,0
RD-000367,18,masculino,La Romana,Yuma,urbana,nacional,grado,37115.52,4,91.23,82.73,72.4,56.22,197019.95,0,0,1
RD-000368,26,masculino,San Cristobal,Valdesia,urbana,nacional,grado,63061.21,1,77.12,75.2,101.9,46.75,128482.37,0,0,1
RD-000369,17,masculino,Santiago,Cibao Norte,rural,nacional,grado,34082.91,4,74.05,94.89,126.0,48.12,80000.0,0,0,1
RD-000370,18,femenino,Peravia,Valdesia,urbana,nacional,grado,21013.02,3,89.12,89.1,0.0,57.1,363168.76,1,0,1
RD-000371,38,femenino,La Romana,Yuma,urbana,internacional,doctorado,17464.5,3,90.45,80.21,87.9,61.16,1161268.96,0,0,1
RD-000372,23,femenino,Santo Domingo,Ozama,urbana,nacional,grado,47347.22,1,77.7,54.55,32.3,63.13,216212.62,1,0,1
RD-000373,30,masculino,Santiago,Cibao Norte,urbana,internacional,maestria,43912.06,7,91.3,69.69,191.6,61.13,1565546.35,0,0,1
RD-000374,21,femenino,Santiago,Cibao Norte,urbana,nacional,grado,31105.13,1,100.0,71.42,122.3,63.6,126950.62,1,0,1
RD-000375,22,femenino,Santo Domingo,Ozama,urbana,nacional,grado,32627.11,2,94.77,69.04,136.6,16.78,160730.65,1,0,1
RD-000376,18,masculino,Santo Domingo,Ozama,rural,nacional,grado,52243.35,1,93.53,80.29,96.1,56.79,237934.19,1,0,1
RD-000377,23,femenino,San Juan,El Valle,urbana,nacional,grado,90653.56,7,86.51,80.54,77.2,65.66,198363.29,1,0,1
RD-000378,23,masculino,La Vega,Cibao Sur,urbana,internacional,maestria,27471.94,3,80.45,57.91,41.9,87.85,1205966.95,0,0,0
RD-000379,22,femenino,Santiago,Cibao Norte,rural,nacional,grado,44306.94,4,83.55,87.66,33.0,51.35,297682.71,1,0,1
RD-000380,44,masculino,San Pedro de Macoris,Higuamo,urbana,internacional,maestria,71471.12,6,87.53,78.19,24.0,67.95,1161203.37,1,0,0
RD-000381,20,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,27532.91,1,73.94,82.29,87.8,45.5,252991.28,0,0,1
RD-000382,25,femenino,San Juan,El Valle,urbana,internacional,maestria,41831.39,1,77.84,86.94,130.2,74.84,1060699.27,0,0,1
RD-000383,31,femenino,La Romana,Yuma,rural,internacional,maestria,41320.02,2,72.58,68.8,43.9,73.16,1833757.26,1,0,0
